Date,Battery Voltage AVG,Temperature AVG,Relative Humidity AVG,Wind Speed Daily AVG,Wind Direction AVG,Solare Radiation AVG
12/31/2015,13.845,19.06291667,21.87083333,21.97779167,62.32583333,84.91529167
12/30/2015,13.82291667,14.63120833,18.49383333,3.540541667,121.5054167,86.19283333
12/29/2015,13.83458333,6.614291667,34.07291667,0,130.2916667,85.10091667
12/28/2015,13.71041667,8.687041667,70.55791667,0,164.68375,86.24125
12/27/2015,13.3625,14.14041667,95.75416667,0,268.4791667,31.09070833
12/26/2015,13.53166667,17.51291667,47.57458333,0,268.4666667,43.40720833
12/25/2015,13.83708333,3.215041667,33.7225,0,268.4791667,86.8105
12/24/2015,13.68166667,2.815375,76.06583333,0,255,76.49445833
12/23/2015,13.37166667,2.005458333,90.89166667,0,244.9625,30.40320833
12/22/2015,13.68125,4.028125,91.31666667,0,244.9458333,70.3435
12/21/2015,13.2525,8.244375,93.58333333,0,244.9583333,24.127125
12/20/2015,13.56875,6.817416667,92.9625,0,244.95,62.24379167
12/19/2015,13.58125,6.324291667,92.9,0,244.9916667,76.29833333
12/18/2015,13.26333333,9.811583333,94.4625,0,244.9125,46.22545833
12/17/2015,13.11166667,18.60291667,94.98916667,0,244.925,18.75541667
12/16/2015,13.545,12.05925,43.1425,0,244.9041667,57.91295833
12/15/2015,13.415,15.28625,66.90375,0,244.7083333,87.70420833
12/14/2015,12.85208333,7.703125,92.92083333,0,244.6,48.47008333
12/13/2015,12.91833333,7.557333333,92.7875,0,244.6,21.91916667
12/12/2015,12.82791667,10.876,94.20416667,0,244.575,8.304583333
12/11/2015,12.83458333,9.438916667,93.45416667,0,244.575,10.419875
12/10/2015,12.88125,12.21625,94.85833333,0,244.6,15.43729167
12/9/2015,12.9575,14.33916667,95.4625,0,244.6,28.4515
12/8/2015,12.84083333,26.26583333,99.71666667,0,244.6833333,6.923
12/7/2015,12.86541667,22.00166667,98.4625,0,244.8708333,10.88008333
12/6/2015,13.00083333,16.54125,96.6375,0,244.8875,27.5735
12/5/2015,12.87708333,16.00475,95.3875,0,244.8875,9.863833333
12/4/2015,13.03875,11.55458333,94.42083333,0,244.9041667,41.004375
12/3/2015,13.02208333,20.78708333,98.1375,0,244.975,6.173708333
12/2/2015,13.70958333,23.51791667,64.87083333,9.529833333,275.5916667,70.77720833
12/1/2015,13.60625,17.99625,88.8925,30.36208333,302.9208333,49.94366667
11/30/2015,13.57125,21.93083333,49.67208333,29.427375,283.1833333,69.43225
11/29/2015,13.61875,27.41666667,11.83083333,9.638625,93.96541667,87.12375
11/28/2015,13.63,25.92333333,15.81616667,21.82916667,69.22,87.57958333
11/27/2015,13.64375,26.32166667,19.715,27.83958333,68.00416667,88.49625
11/26/2015,13.67958333,20.01875,21.63458333,9.509916667,62.50791667,89.04416667
11/25/2015,13.70791667,15.36583333,24.64333333,31.87291667,65.83333333,93.37791667
11/24/2015,13.07875,12.95,85.68875,9.111416667,114.5680833,34.23675
11/23/2015,13.64166667,22.08666667,81.27291667,19.47166667,255.625,72.58920833
11/22/2015,13.705,30.85166667,47.77083333,5.26825,254.4691667,78.38245833
11/21/2015,13.74958333,31.3,21.69070833,2.245833333,117.5496667,93.66041667
11/20/2015,13.73208333,23.38083333,20.10375,6.951833333,236.5645833,84.54604167
11/19/2015,13.63583333,18.32916667,88.3275,12.02483333,112.4695833,132.6708333
11/18/2015,13.33291667,10.52570833,94.1,14.081625,113.43625,73.82541667
11/17/2015,12.86291667,20.03425,97.9625,46.1225,207.1416667,11.11929167
11/16/2015,12.97125,11.14329167,94.62916667,18.75929167,163.7708333,41.20625
11/15/2015,12.89208333,13.47804167,95.9875,0,163.9458333,18.163625
11/14/2015,13.02041667,23.81833333,99.325,0,199.8583333,14.26454167
11/13/2015,13.13166667,24.395,99.69166667,0,247.7416667,13.878
11/12/2015,13.63708333,18.087875,90.3775,0,212.1129167,57.3915
11/11/2015,13.675,12.19504167,76.03791667,9.628708333,175.5155833,108.5324583
11/10/2015,13.66958333,18.06416667,63.9475,5.673583333,229.1131667,103.7850833
11/9/2015,13.54333333,13.63875,89.87583333,3.050541667,205.9483333,113.0608333
11/8/2015,13.225,15.25708333,95.95,15.00666667,263.65,57.64583333
11/7/2015,13.31291667,24.18416667,98.45833333,22.99625,252.1833333,40.35625
11/6/2015,13.65458333,28.765,85.59916667,5.328375,145.4908333,122.9562917
11/5/2015,13.74541667,17.62875,90.835,0,83.7825,118.9900417
11/4/2015,13.61833333,17.14291667,96.3875,0,97.6925,122.2199167
11/3/2015,13.73958333,12.89220833,95.53333333,0,57.18291667,152.7790417
11/2/2015,13.6625,16.81583333,96.09166667,0,155.8154167,129.8446667
11/1/2015,13.20304348,16.80391304,97.00869565,0,222.2608696,42.30378261
10/31/2015,12.97375,24.37041667,99.125,0,129.8083333,16.13883333
10/30/2015,13.13666667,27.03833333,99.69583333,14.4425,151.0875,19.27408333
10/29/2015,13.59625,22.60166667,91.12208333,15.88475,256.6541667,114.9289167
10/28/2015,13.64625,24.0875,99.375,17.155,274.1708333,76.22475
10/27/2015,13.57708333,35.83458333,21.68933333,20.266125,284.9,113.5960417
10/26/2015,13.63,27.74125,73.74291667,13.64625,186.31675,152.8217917
10/25/2015,13.29416667,25.29,86.38666667,35.64916667,237.6208333,34.65066667
10/24/2015,13.27208333,26.62,51.57708333,40.01583333,266.9875,35.12720833
10/23/2015,13.53,29.69083333,30.1475,9.631541667,217.4820833,82.0655
10/22/2015,13.5225,31.63666667,15.07970833,6.466541667,196.4039583,144.4352917
10/21/2015,13.54375,35.09875,46.451125,16.28529167,262.8045833,107.8648333
10/20/2015,13.48666667,40.1925,28.79004167,4.1125,269.90375,146.2280833
10/19/2015,13.49916667,34.02333333,50.60745833,3.925916667,196.3675,167.887
10/18/2015,13.54708333,32.18333333,99.20833333,1.616541667,180.013875,60.79995833
10/17/2015,13.54958333,37.99083333,79.74458333,20.49691667,244.727875,78.81916667
10/16/2015,13.46208333,45.95708333,40.47875,26.57708333,268.475,145.967375
10/15/2015,13.46125,46.44791667,27.21125,17.163625,259.121375,138.387
10/14/2015,13.48416667,46.08,22.70833333,6.758708333,235.8208333,156.7872083
10/13/2015,13.53208333,40.97958333,28.33570833,19.59116667,279.7791667,176.3826667
10/12/2015,13.58666667,37.30416667,62.12916667,39.16,265.7916667,167.2869583
10/11/2015,13.62,26.95875,71.60833333,5.71175,258.5541667,140.3238333
10/10/2015,13.04708333,27.92416667,95.40041667,36.55491667,249.625,17.3545
10/9/2015,13.21625,38.26041667,74.32916667,65.13833333,264.6875,27.79129167
10/8/2015,13.5975,39.66875,34.41208333,32.90791667,266.4375,80.13341667
10/7/2015,13.33,35.355,90.29791667,37.22666667,223.7495833,38.02083333
10/6/2015,13.48041667,41.33083333,39.85708333,19.65345833,19.91458333,88.40958333
10/5/2015,13.48791667,48.38958333,10.54125,5.151,177.9848333,180.9207917
10/4/2015,13.53458333,42.78541667,22.65666667,7.155875,202.9058333,183.3180833
10/3/2015,13.5775,31.82291667,62.33708333,13.12504167,153.9316667,196.3752083
10/2/2015,13.505,36.06416667,47.017375,6.445916667,247.3183333,176.2655417
10/1/2015,13.45291667,38.56083333,43.68583333,3.378916667,184.3486667,196.388125
9/30/2015,13.48333333,38.72958333,57.36958333,11.30075,216.9341667,202.81275
9/29/2015,13.49583333,40.255,31.24441667,29.11041667,270.2083333,195.9231667
9/28/2015,13.50333333,38.33541667,27.02541667,17.11520833,270.8666667,201.8525833
9/27/2015,13.50458333,35.105,23.76833333,4.557083333,188.2135833,201.8912083
9/26/2015,13.51625,27.32208333,59.46991667,15.73075,216.3425,183.8717083
9/25/2015,13.03708333,32.39041667,95.30583333,61.3875,261.0333333,12.38258333
9/24/2015,13.55375,36.09958333,60.97875,51.61083333,265.4166667,180.315875
9/23/2015,13.5425,30.87583333,70.45,35.44875,263.3833333,138.2574583
9/22/2015,13.47,34.56541667,21.985,22.35341667,247.15875,215.4495417
9/21/2015,13.46375,37.40666667,17.20541667,13.77908333,149.3954167,221.8321667
9/20/2015,13.47,37.6425,68.0775,31.28666667,40.02583333,215.1435833
9/19/2015,13.48041667,40.44916667,63.53708333,7.953916667,34.0375,219.4595
9/18/2015,13.4575,34.73375,52.70166667,6.354375,30.35875,200.940625
9/17/2015,13.61083333,26.44208333,85.25291667,9.367166667,28.55166667,203.176375
9/16/2015,13.59958333,22.08,98.65,15.922375,17.27916667,142.4772917
9/15/2015,13.54166667,19.81375,54.48041667,7.827708333,13.49,153.95775
9/14/2015,13.49958333,23.02125,60.216125,11.10675,13.96916667,90.693
9/13/2015,13.44125,42.59166667,17.42758333,14.43820833,20.535,207.5935
9/12/2015,13.42666667,51.76,27.91541667,19.81575,220.86625,238.1054167
9/11/2015,13.43166667,52.30416667,18.9025,12.39225,278.9,234.3315833
9/10/2015,13.40291667,53.10583333,15.78708333,2.488416667,140.1174583,243.4372917
9/9/2015,13.44625,47.29416667,25.0825,7.66225,208.8008333,241.2782917
9/8/2015,13.48166667,43.75958333,40.11041667,7.346541667,200.0033333,243.2357083
9/7/2015,13.46125,35.25291667,48.96291667,3.89525,235.4966667,248.5455
9/6/2015,13.45666667,28.99416667,74.715,11.76808333,213.9854167,241.9712917
9/5/2015,13.4,24.97708333,74.395,4.64325,221.5945833,221.494
9/4/2015,13.44416667,21.42833333,90.97875,5.825083333,173.5691667,141.671125
9/3/2015,13.53416667,20.42208333,90.81,8.345,195.80375,214.4229167
9/2/2015,13.60458333,22.40041667,91.62541667,23.27375,188.1208333,233.4845833
9/1/2015,13.57875,32.07875,66.61916667,33.07875,238.1875,201.7891667
8/31/2015,13.16,32.31,100,25.74,234.5,0
8/29/2015,13.2026087,30.81956522,96.96086957,18.22691304,58.79304348,33.10091304
8/28/2015,13.45916667,36.16208333,91.36375,64.10625,40.25666667,53.22416667
8/27/2015,13.47791667,40.64875,66.89916667,38.68416667,21.47416667,250.302375
8/26/2015,13.51,41.95083333,54.23375,35.89916667,22.13458333,234.041625
8/25/2015,13.47041667,42.415,26.72666667,24.9475,19.63125,275.2113333
8/24/2015,13.48166667,43.36666667,22.565875,22.82541667,17.94333333,236.7139583
8/23/2015,13.46708333,44.68791667,26.80133333,24.80958333,17.51666667,281.0450417
8/22/2015,13.44541667,44.36916667,18.2605,4.497416667,55.20091667,281.860625
8/21/2015,13.4875,43.20875,14.29633333,19.14175,19.62958333,293.7495
8/20/2015,13.3775,51.13958333,25.71416667,4.838666667,49.57458333,287.292125
8/19/2015,13.41041667,51.18958333,24.26166667,2.924458333,185.8279167,291.3016667
8/18/2015,13.42291667,49.47041667,39.9375,4.31375,244.5733333,290.5622917
8/17/2015,13.45333333,46.55333333,30.25375,6.036208333,252.915,295.18425
8/16/2015,13.46208333,41.11791667,44.51291667,1.663208333,210.48,294.587625
8/15/2015,13.47958333,41.62791667,19.56183333,7.595541667,228.6825,305.5728333
8/14/2015,13.48375,40.04916667,77.10333333,14.9015,245.56375,170.0025833
8/13/2015,13.46416667,49.99208333,30.82541667,24.7425,271.9333333,276.0485
8/12/2015,13.51125,51.37583333,46.14041667,6.673708333,171.633375,208.6705
8/11/2015,13.50166667,45.62583333,54.49666667,9.515125,194.9952083,181.9752917
8/10/2015,13.53916667,39.15708333,71.17625,24.91166667,260.2166667,182.5133333
8/9/2015,13.59083333,37.08375,48.48666667,30.84,264.2958333,170.5599167
8/8/2015,13.50833333,37.20791667,71.93125,27.72875,202.2658333,240.0982083
8/7/2015,13.46458333,42.45083333,43.5075,4.640541667,20.59791667,308.749
8/6/2015,13.47166667,40.76375,30.05708333,4.151791667,30.62458333,315.5002917
8/5/2015,13.46791667,37.44,38.43166667,7.56075,17.995,304.6057083
8/4/2015,13.46833333,41.29625,39.34041667,9.768666667,26.96041667,321.4156667
8/3/2015,13.475,46.85875,49.985,16.14779167,24.4925,196.6199167
8/2/2015,13.50083333,52.54125,39.97458333,15.25883333,23.74833333,199.0620833
8/1/2015,13.41125,56.15375,16.52041667,4.563958333,25.00291667,323.836125
7/31/2015,13.44208333,52.78625,19.12333333,14.71504167,243.7625,327.8461667
7/30/2015,13.46083333,48.88666667,27.80416667,13.75808333,270.7366667,326.9785417
7/29/2015,13.4575,46.39625,38.65208333,3.945041667,239.8408333,323.3123333
7/28/2015,13.47208333,40.95583333,50.64916667,7.499333333,227.9012083,326.1535417
7/27/2015,13.52666667,33.30333333,52.5,7.444625,191.560875,278.7935833
7/26/2015,13.54541667,27.265,80.21208333,5.009375,198.077125,205.9569583
7/25/2015,13.67375,29.43291667,97.86916667,33.001875,211.2108333,182.8830833
7/24/2015,13.49125,39.98208333,68.69458333,19.50670833,24.84125,309.638125
7/23/2015,13.45958333,38.75666667,43.62791667,5.683125,18.71875,301.8440417
7/22/2015,13.4775,38.8725,37.42833333,4.659583333,19.09375,333.48675
7/21/2015,13.49333333,41.5075,23.71291667,23.71208333,163.2116667,318.05425
7/20/2015,13.42708333,49.15458333,32.24525,8.580916667,189.9991667,334.19675
7/19/2015,13.425,49.7325,49.06958333,3.982291667,226.1925,328.9838333
7/18/2015,13.45,43.04166667,55.07208333,6.003458333,198.60375,334.0260417
7/17/2015,13.50208333,38.33166667,47.50333333,6.444208333,162.3308333,324.7182083
7/16/2015,13.48375,39.01,44.30583333,5.761708333,215.8405833,314.619375
7/15/2015,13.49875,39.54875,49.60458333,4.6205,212.9254167,328.7012083
7/14/2015,13.51375,37.98625,47.64541667,2.382125,207.1666667,345.6050417
7/13/2015,13.61708333,32.21958333,92.41416667,11.55325,226.942625,252.476625
7/12/2015,13.57958333,33.37666667,90.77416667,24.12541667,268.4125,220.184875
7/11/2015,13.49,40.66333333,69.77416667,21.65779167,273.0333333,231.4682083
7/10/2015,13.47083333,47.20208333,55.71291667,4.892166667,135.0912083,252.26125
7/9/2015,13.45625,48.76583333,52.98708333,3.823541667,130.4939583,249.2470833
7/8/2015,13.44791667,47.46291667,65.34833333,5.416041667,43.80920833,284.4880417
7/7/2015,13.425,48.91333333,47.2225,3.00025,33.93708333,344.3869583
7/6/2015,13.4675,45.18541667,55.22875,16.93216667,22.45291667,349.9249583
7/5/2015,13.43291667,47.63541667,46.01083333,2.864833333,30.16916667,333.7253333
7/4/2015,13.39666667,54.94875,28.75125,1.358333333,28.05416667,351.9732917
7/3/2015,13.42333333,55.1375,20.55941667,0.753458333,90.53458333,357.3411667
7/2/2015,13.45083333,51.54416667,20.74295833,9.233416667,23.74916667,357.33275
7/1/2015,13.4275,53.84916667,12.449875,4.410291667,73.58833333,361.3922083
6/30/2015,13.4275,48.49208333,50.48333333,2.755416667,183.66875,328.7606667
6/29/2015,13.4475,48.94125,56.53375,11.08508333,229.8529167,354.126125
6/28/2015,13.62,55.05083333,49.77,8.242,243.3878333,184.279375
6/27/2015,13.44375,54.57583333,40.18583333,18.14608333,278.5916667,245.0115417
6/26/2015,13.43375,53.75416667,35.88125,13.615125,276.0791667,353.9973333
6/25/2015,13.46291667,49.23875,37.54708333,5.079166667,143.1625,353.6944583
6/24/2015,13.51791667,39.39958333,69.98416667,9.057708333,216.1820833,248.0507917
6/23/2015,13.5425,38.03375,43.06458333,5.631583333,148.7572917,351.3125
6/22/2015,13.55458333,31.41125,80.40458333,13.34379167,242.9666667,240.7595833
6/21/2015,13.4925,33.59208333,49.67583333,19.79295833,273.6166667,297.3104583
6/20/2015,13.54625,35.0875,40.37208333,2.47725,149.27625,358.7460833
6/19/2015,13.55291667,31.90166667,65.75875,9.339041667,177.5125,329.4286667
6/18/2015,13.58083333,33.13291667,74.27791667,29.12291667,112.52875,244.1792917
6/17/2015,13.50916667,40.29708333,39.14,9.701375,19.75291667,358.0332917
6/16/2015,13.56625,38.61666667,33.18291667,9.260916667,28.18208333,352.2211667
6/15/2015,13.55,35.51375,64.3275,7.011958333,29.11708333,343.898
6/14/2015,13.5325,32.69458333,70.2725,2.726,30.691,362.9375833
6/13/2015,13.54208333,31.21583333,45.76625,1.786333333,29.30041667,364.5174167
6/12/2015,13.54583333,39.88916667,12.741125,14.657875,33.32166667,368.0560833
6/11/2015,13.50208333,46.22875,29.61541667,19.002875,21.64041667,344.787375
6/10/2015,13.48,48.69,13.59708333,4.309125,22.21325,363.666625
6/9/2015,13.515,48.62875,20.28375,9.727375,55.14583333,362.4339167
6/8/2015,13.45958333,52.22875,28.745,13.1705,253.20625,356.6964583
6/7/2015,13.45166667,53.21166667,30.91625,3.101166667,217.2288333,355.6503333
6/6/2015,13.49041667,47.80666667,19.34166667,3.136458333,265.0845833,353.8687083
6/5/2015,13.53208333,38.94666667,50.58708333,5.937083333,153.6,359.3387917
6/4/2015,13.54416667,34.46166667,62.99416667,4.006708333,164.18625,363.1519583
6/3/2015,13.54,29.01333333,85.95333333,2.220333333,227.6720833,284.8479167
6/2/2015,13.59708333,25.92333333,96.78333333,8.679666667,263.1208333,272.3627917
6/1/2015,13.43291667,32.82458333,87.04375,10.558625,234.41875,144.2045
5/31/2015,13.61125,38.96666667,57.53291667,26.49375,274.8,292.17425
5/30/2015,13.5775,40.17125,36.86833333,9.813375,247.1904167,352.442875
5/29/2015,13.59458333,36.655,71.65125,24.68633333,274.7666667,245.2959167
5/28/2015,13.62666667,37.57708333,67.60041667,7.06175,125.3877917,337.9904167
5/27/2015,13.5475,34.4575,73.66541667,4.211208333,194.5708333,351.7847917
5/26/2015,13.5725,31.53666667,72.90083333,3.442375,229.7284167,187.9249583
5/25/2015,13.53708333,32.7775,49.44625,2.176375,217.676125,30.99041667
5/24/2015,13.56833333,35.50541667,55.14625,4.602791667,163.7657083,40.73991667
5/23/2015,13.52083333,35.88083333,74.25708333,7.274916667,103.8366667,25.60783333
5/22/2015,13.58791667,33.09125,83.53666667,6.95925,61.31625,0.212708333
5/21/2015,13.58458333,33.50083333,79.21708333,8.0455,68.29604167,14.27883333
5/20/2015,13.61333333,32.22541667,78.09416667,16.36125,69.58875,27.30241667
