id,member_id,loan_amnt,funded_amnt,term,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,zip_code,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt,effective_int_rate,application_type,disbursement_method,annual_inc_joint,dti_joint,verified_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mtg_payment,housing_payment,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog
"153121078","188258851","20000.0","13950.0","36","11.71","5.14","1.03","661.52","B","B3","Maintenance technician ","2 years","RENT","53000.0","Source Verified","06-14-2019 05:27:30","07-14-2019 10:00:00","06-14-2019 10:00:00","06-06-2019 15:35:33","06-14-2019 06:07:41","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153121078"," ","Debt consolidation","Debt consolidation","120xx","NY","","0","18","16848","9.1","23.4","35.48","0","0.0","10-05-2011 17:00:00","715","719","1"," "," ","6"," ","4","0","36","0","103106","5152.0","13.0","22000","54","94186","31"," ","f","","0","0","0","0","0","null","36","8","3","133786","103106","2864","12","4","11","100","0","0","0","23","92","4","71","4","39600","4","23","0","11.60","INDIVIDUAL","DIRECT_PAY"," "," "," ","4","13","4","10","3","97954.0","104.0","4","8","4303.0","77.1","3","2","3","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153554869","188887988","40000.0","33450.0","36","8.81","2.16","0.86","1268.46","A","A5","Teacher ","10+ years","MORTGAGE","110000.0","Verified","06-14-2019 06:06:10","07-14-2019 14:00:00","06-14-2019 14:00:00","06-14-2019 06:01:38","06-14-2019 10:05:23","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153554869"," ","Debt consolidation","Debt consolidation","906xx","CA","","0","3","5418","80.0","83.9","8.44","1","0.0","04-13-1995 17:00:00","680","684","0","21"," ","8"," ","13","7","11","0","33319","33319.0","75.2","33600","26","0","13"," ","f","","0","0","0","0","0","null","11","1","7","658361","643988","64399","6","4","5","92","0","0","0","6","165","6","290","13","44300","6","10","0","8.80","JOINT","CASH","230000.0","12.07","Verified","0","0","0","1","17","0.0"," ","0","1","20592.0","75.2","1","3","1","4624.92"," ","78515","680","684","09-13-1995 17:00:00","0","7","16","73.0","1","20","0","0"," "
"151815347","185745225","12750.0","6075.0","36","17.97","12.86","1.42","460.76","D","D1","Estimating manager","6 years","RENT","70200.0","Verified","06-13-2019 12:49:15","07-14-2019 18:00:00","06-14-2019 18:00:00","05-14-2019 19:41:22","06-14-2019 13:52:03","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=151815347"," ","Credit card refinancing","Credit card refinancing","190xx","PA","","0","8","2328","80.0","85.0","37.9","0","0.0","05-14-2005 17:00:00","665","669","2"," ","73","5"," ","6","1","14","1","65469","17591.0","78.5","15500","22","71045","9"," ","f","","1","0","0","0","0","null","14","4","1","93445","65469","4676","5","5","5","100","0","0","0","12","168","8","61","5","22400","8","8","0","17.17","INDIVIDUAL","CASH"," "," "," ","4","6","1","3","1","47878.0","67.4","3","5","3612.0","70.1","1","0","2","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153048147","188149598","24000.0","16800.0","36","7.56","2.16","0.86","747.22","A","A3","General Manager ","7 years","OWN","450000.0","Source Verified","06-13-2019 15:16:37","07-14-2019 14:00:00","06-14-2019 14:00:00","06-05-2019 14:26:55","06-14-2019 10:02:40","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153048147"," ","Home buying","Home buying","281xx","NC","","0","11","104894","0.0","16.1","5.21","0","0.0","05-04-2012 17:00:00","710","714","1","37"," ","5","37","3","0","13","0","47647","20106.0","16.1","125000","40","63803","22","37","f","","0","1","0","0","0","37","13","7","3","191098","47647","3665","20","5","9","97","0","0","0","16","79","5","85","3","125000","5","9","0","7.55","INDIVIDUAL","CASH"," "," "," ","1","3","1","1","10","27541.0","43.2","5","8","7945.0","24.9","1","1","6","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"152949088","187967075","20000.0","12425.0","36","13.90","7.19","1.15","682.59","C","C1","Bookkeeper","2 years","RENT","45000.0","Source Verified","06-15-2019 18:56:51","07-16-2019 06:00:00","06-16-2019 06:00:00","06-04-2019 07:45:14","06-15-2019 18:59:26","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=152949088"," ","Medical expenses","Medical expenses","850xx","AZ","","0","3","13581","0.0","18.2","2.83","0","0.0","04-03-2007 17:00:00","715","719","0","36"," ","7","36","23","0","6","0","3134","3134.0","16.5","16600","8","0","7"," ","f","","0","0","0","0","0","null","6","0","18","19000","3134","522","4","1","3","85","0","0","0","1","146","2","89","18","19000","2","6","0","13.66","INDIVIDUAL","CASH"," "," "," ","0","0","0","0","146","0.0"," ","0","3","3019.0","16.5","0","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153646309","189078788","30000.0","22075.0","36","7.02","2.16","0.86","926.59","A","A2","Assistant Registrar","3 years","MORTGAGE","66000.0","Not Verified","06-16-2019 06:36:40","07-16-2019 14:00:00","06-16-2019 14:00:00","06-16-2019 06:21:38","06-16-2019 09:56:36","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153646309"," ","Debt consolidation","Debt consolidation","130xx","NY","","0","2","7346","75.0","86.0","18.25","0","0.0","02-15-2000 16:00:00","725","729","0"," "," "," "," ","5","1","6","0","69690","45254.0","86.0","52600","17","26164","14"," ","f","","0","0","0","0","0","null","6","2","5","241729","186907","31151","13","4","4","100","0","0","0","2","222","4","232","5","52600","4","4","0","7.01","INDIVIDUAL","DIRECT_PAY"," "," "," ","1","1","1","1","11","24436.0","93.4","1","1","18985.0","88.5","0","0","0","1368.95"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153643280","189072769","16650.0","7850.0","36","7.56","2.16","0.86","518.38","A","A3","maintenance leader","2 years","RENT","60000.0","Not Verified","06-16-2019 05:55:55","07-16-2019 10:00:00","06-16-2019 10:00:00","06-16-2019 05:33:37","06-16-2019 06:00:51","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153643280"," ","Debt consolidation","Debt consolidation","480xx","MI","","0","2","5645","66.7","53.0","14.86","0","0.0","07-15-2006 17:00:00","705","709","0"," "," ","17"," ","49","0","6","0","25433","12609.0","51.5","12000","12","16685","6"," ","f","","0","0","0","0","0","null","6","0","17","41185","25433","4239","3","3","3","100","0","0","0","6","144","4","155","19","24500","4","5","0","7.55","INDIVIDUAL","CASH"," "," "," ","0","1","0","1","17","12824.0","76.9","0","1","2518.0","61.8","0","1","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153639033","189082470","30000.0","17325.0","60","13.08","5.48","0.75","683.83","B","B5","Scientist","5 years","RENT","51000.0","Not Verified","06-16-2019 05:58:24","07-16-2019 10:00:00","06-16-2019 10:00:00","06-16-2019 05:48:44","06-16-2019 05:59:44","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153639033"," ","Debt consolidation","Debt consolidation","201xx","VA","","0","2","27753","0.0","44.3","25.41","0","0.0","09-15-1979 17:00:00","740","744","0"," "," ","13"," ","3","0","8","0","35427","22047.0","44.3","49800","9","27028","6"," ","f","","0","0","0","0","0","null","8","1","3","80080","35427","5061","5","4","5","100","0","0","0","2","35","4","284","3","49800","4","5","0","12.97","INDIVIDUAL","CASH"," "," "," ","1","2","0","1","13","11713.0","43.3","1","1","7925.0","44.2","1","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153493944","188695713","30000.0","17050.0","36","7.02","2.16","0.86","926.59","A","A2","Intelligence Specialist","10+ years","MORTGAGE","87000.0","Source Verified","06-13-2019 05:40:54","07-13-2019 18:00:00","06-13-2019 18:00:00","06-13-2019 05:38:21","06-13-2019 13:52:07","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153493944"," ","Other","Other","222xx","VA","","0","9","46031","0.0","0.1","23.49","0","0.0","02-12-1983 16:00:00","720","724","0","36"," ","12","36","39","5","19","0","121842","25387.0","24.3","46100","43","89259","23"," ","f","","0","0","0","0","0","null","19","6","2","344359","265172","14732","12","1","9","95","0","0","0","15","153","3","436","3","104600","3","15","0","7.01","INDIVIDUAL","CASH"," "," "," ","3","3","4","6","2","96455.0","69.2","2","2","69.0","32.4","2","14","1","1115.05"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153501283","188730074","25000.0","11575.0","36","28.80","12.63","1.49","1044.93","D","D5","","n/a","OWN","81000.0","Not Verified","06-13-2019 06:50:44","07-13-2019 10:00:00","06-13-2019 10:00:00","06-13-2019 06:49:24","06-13-2019 06:53:21","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153501283"," ","Home improvement","Home improvement","224xx","VA","","0","2","162","100.0","98.2","39.97","0","0.0","05-12-1999 17:00:00","695","699","0"," "," ","14"," ","57","1","14","0","76134","48010.0","93.0","9200","26","57244","12"," ","f","","0","0","0","0","0","null","14","0","14","108844","76134","5438","3","3","3","100","0","0","0","13","159","9","139","26","51600","9","9","0","28.03","INDIVIDUAL","CASH"," "," "," ","0","5","0","2","14","28124.0","49.1","0","0","4931.0","69.9","1","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153514250","188756118","40000.0","25700.0","36","13.08","5.14","1.03","1349.3","B","B5","President","< 1 year","RENT","140000.0","Not Verified","06-13-2019 09:47:46","07-13-2019 14:00:00","06-13-2019 14:00:00","06-13-2019 09:45:18","06-13-2019 10:00:25","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153514250"," ","Credit card refinancing","Credit card refinancing","073xx","NJ","","0","2","4177","80.0","85.8","13.8","0","0.0","09-12-1991 17:00:00","685","689","0","78"," ","22"," ","39","0","8","0","37757","27229.0","87.3","29400","11","11269","7"," ","f","","0","1","0","0","0","null","8","1","9","60684","37757","4720","5","5","5","81","0","0","0","3","80","6","333","39","31200","6","6","0","12.97","INDIVIDUAL","CASH"," "," "," ","0","1","0","1","22","4382.0","38.9","0","0","9288.0","62.2","0","0","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153660560","189115033","24000.0","8525.0","36","25.00","12.63","1.49","954.24","D","D4","Post Doctoral Fellow/Scientist","2 years","RENT","56000.0","Source Verified","06-16-2019 13:54:26","07-16-2019 18:00:00","06-16-2019 18:00:00","06-16-2019 13:35:03","06-16-2019 14:02:14","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153660560"," ","Debt consolidation","Debt consolidation","208xx","MD","","0","6","2820","60.0","81.4","23.83","0","0.0","07-15-2005 17:00:00","675","679","0","56"," ","10","57","10","0","20","0","198033","13644.0","79.8","15200","25","147701","7","57","f","","0","2","0","0","0","56","20","1","10","164801","198033","9902","6","5","5","84","0","0","0","18","167","6","113","10","17100","6","6","0","24.23","INDIVIDUAL","CASH"," "," "," ","0","14","0","3","16","184389.0","124.1","1","3","5863.0","117.9","2","1","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153604019","189007362","25000.0","8375.0","36","8.19","2.16","0.86","785.61","A","A4","Director  Program Management","< 1 year","MORTGAGE","225000.0","Not Verified","06-15-2019 09:53:28","07-15-2019 14:00:00","06-15-2019 14:00:00","06-15-2019 09:52:09","06-15-2019 09:54:27","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153604019"," ","Debt consolidation","Debt consolidation","180xx","PA","","0","6","48385","11.1","25.8","14.26","0","0.0","01-14-1989 16:00:00","735","739","3","39"," ","0","39","4","2","18","0","62189","16815.0","24.5","65200","35","71631","20","39","f","","0","1","0","0","0","60","18","5","4","365364","233296","12961","15","5","9","94","0","0","0","12","148","5","365","4","68600","5","11","146","8.18","INDIVIDUAL","CASH"," "," "," ","3","5","4","5","4","44102.0","61.6","1","1","15525.0","39.7","5","0","6","1603.13"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153375939","188524911","35000.0","18050.0","60","17.97","12.91","1.12","888.2","D","D1","Pilot","2 years","MORTGAGE","128000.0","Not Verified","06-11-2019 19:13:23","07-12-2019 06:00:00","06-12-2019 06:00:00","06-11-2019 15:22:20","06-11-2019 19:23:21","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153375939"," ","Business","Business","329xx","FL","","0","8","42393","0.0","13.7","19.62","0","0.0","12-10-2006 16:00:00","725","729","2","25"," ","1"," ","9","6","14","0","110166","7070.0","12.7","49100","31","128809","12"," ","f","","0","0","0","0","0","null","14","6","2","536185","457806","32700","9","1","7","96","0","0","0","13","150","2","116","5","55800","2","9","0","17.18","INDIVIDUAL","CASH"," "," "," ","2","4","2","3","2","103096.0","83.3","2","2","6707.0","51.7","8","2","8","2177.07"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153335686","188476409","26000.0","8925.0","36","20.00","12.63","1.49","966.26","D","D2","Teacher ","4 years","RENT","58000.0","Source Verified","06-12-2019 09:53:16","07-12-2019 14:00:00","06-12-2019 14:00:00","06-11-2019 06:00:09","06-12-2019 10:03:16","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153335686"," ","Debt consolidation","Debt consolidation","752xx","TX","","0","3","14572","25.0","40.3","32.28","0","0.0","11-10-2006 16:00:00","680","684","0","60"," ","13"," ","36","0","8","0","156183","14009.0","45.0","24400","23","134119","7"," ","f","","0","0","0","0","0","60","8","2","1","165219","156183","19523","5","2","4","65","0","0","0","16","151","3","104","7","31100","3","5","0","19.23","INDIVIDUAL","CASH"," "," "," ","1","3","1","2","1","142174.0","84.1","1","1","9773.0","62.8","1","4","0","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153487442","188689166","28475.0","9725.0","36","13.08","5.14","1.03","960.54","B","B5","Accounting","2 years","RENT","80000.0","Source Verified","06-14-2019 21:17:24","07-15-2019 06:00:00","06-15-2019 06:00:00","06-12-2019 23:11:23","06-14-2019 21:28:15","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153487442"," ","Debt consolidation","Debt consolidation","021xx","MA","","0","5","2951","88.9","92.3","33.21","0","0.0","11-12-2005 16:00:00","670","674","1"," "," ","2"," ","1","0","15","0","104435","36615.0","81.5","38300","28","82775","18"," ","f","","0","0","0","0","0","null","15","2","1","127675","104435","6962","11","9","9","100","0","0","0","10","163","10","142","1","44900","10","12","0","12.97","INDIVIDUAL","CASH"," "," "," ","2","3","0","2","19","67820.0","56.9","2","3","7793.0","69.8","2","1","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153503131","188736887","29775.0","7100.0","36","20.00","12.63","1.49","1106.55","D","D2","Operations Supervisor","< 1 year","RENT","74000.0","Not Verified","06-13-2019 06:32:17","07-13-2019 10:00:00","06-13-2019 10:00:00","06-13-2019 06:22:09","06-13-2019 06:35:14","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153503131"," ","Debt consolidation","Debt consolidation","070xx","NJ","","0","3","7138","57.1","70.5","20.35","0","0.0","08-12-2009 17:00:00","670","674","0"," "," ","9"," ","34","0","12","0","87942","18962.0","66.1","24200","38","73045","17"," ","f","","0","0","0","0","0","null","12","1","9","101745","87942","7329","12","5","7","100","0","0","0","21","118","6","106","9","28700","6","10","0","19.23","INDIVIDUAL","CASH"," "," "," ","0","2","0","2","13","68980.0","74.9","1","1","6477.0","67.9","2","0","1","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153340236","188478962","40000.0","16600.0","36","11.71","5.14","1.03","1323.04","B","B3","flight attendant","10+ years","RENT","85000.0","Not Verified","06-11-2019 04:21:47","07-11-2019 06:00:00","06-11-2019 06:00:00","06-11-2019 04:05:27","06-11-2019 04:25:18","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153340236"," ","Debt consolidation","Debt consolidation","303xx","GA","","0","0","9700","0.0","0.0","0.91","10","0.0","03-10-2007 16:00:00","695","699","0","12"," ","6","12","49","0","8","0","61327","212.0","1.0","9700","42","52187","26","12","f","","0","3","0","0","0","21","8","0","35","72887","61327","7666","11","0","3","71","6","0","0","16","141","1","147","35","20700","1","7","59","11.60","INDIVIDUAL","CASH"," "," "," ","0","1","0","0","36","61115.0"," ","0","0","0.0","1.0","0","1","2","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153421770","188570958","35000.0","8750.0","36","17.97","12.63","1.49","1264.81","D","D1","Accounting Tech","6 years","MORTGAGE","52550.0","Verified","06-12-2019 10:02:20","07-13-2019 18:00:00","06-13-2019 18:00:00","06-12-2019 09:56:04","06-13-2019 13:58:12","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153421770"," ","Home improvement","Home improvement","922xx","CA","","0","3","3","100.0","100.0","44.12","1","0.0","12-11-1984 16:00:00","695","699","0","6"," ","4","25","148","3","14","0","33900","10393.0","43.3","7000","21","52220","10"," ","f","","0","0","0","0","0","null","14","1","4","404370","323484","23106","1","1","1","81","0","0","0","8","106","6","414","71","24000","6","8","0","17.20","JOINT","CASH","119550.0","21.49","Verified","1","4","1","3","4","23507.0","45.0","0","0","6997.0","44.5","3","4","1","2193.74"," ","24092","650","654","12-11-1984 16:00:00","0","3","7","54.0","4","2","0","0","47"
"152158918","186579962","30000.0","3675.0","36","10.33","5.15","1.01","972.68","B","B1","","n/a","MORTGAGE","100000.0","Not Verified","06-15-2019 11:59:24","07-15-2019 18:00:00","06-15-2019 18:00:00","05-21-2019 10:25:54","06-15-2019 13:54:46","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=152158918"," ","Debt consolidation","Debt consolidation","939xx","CA","","0","8","42205","9.1","42.3","18.56","1","0.0","10-20-1991 17:00:00","685","689","1","14"," ","4","14","7","2","22","0","36177","36177.0","38.5","73100","30","0","28"," ","f","","0","0","0","0","0","null","22","6","2","346900","205565","9344","11","10","11","89","0","0","0","0"," ","16","331","2","93900","16","21","743","10.22","INDIVIDUAL","DIRECT_PAY"," "," "," ","2","0","0","0"," ","0.0"," ","6","8","11675.0","38.5","0","0","2","2820.83"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"153631499","189076945","40000.0","7025.0","36","8.81","2.16","0.86","1268.46","A","A5","Lead Development Manager","7 years","MORTGAGE","1680000.0","Source Verified","06-15-2019 18:45:06","07-16-2019 06:00:00","06-16-2019 06:00:00","06-15-2019 18:43:09","06-15-2019 18:45:57","Approved","https://lendingclub.com/browse/loanDetail.action?loan_id=153631499"," ","Debt consolidation","Debt consolidation","281xx","NC","","0","6","5109","50.0","78.8","1.76","0","0.0","06-15-2005 17:00:00","685","689","0"," "," ","7"," ","16","4","8","0","131600","96477.0","89.1","76600","21","49187","7"," ","f","","0","0","0","0","0","null","8","3","6","854687","832379","104047","5","4","4","100","0","0","0","8","140","5","168","6","101600","5","5","0","8.80","INDIVIDUAL","CASH"," "," "," ","2","1","0","2","14","35123.0"," ","1","2","50523.0","89.1","1","2","4","4998"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
